from_asset,investable,milestone_year,to_asset,variable_cost,reactance,dc_opf
NL_Balance,false,2050,NL_E_Demand,0.0,0.3,false
NL_Solar,false,2050,NL_Balance,0.0,0.3,false
NL_Wind_Onshore,false,2050,NL_Balance,0.0,0.3,false
NL_Wind_Offshore,false,2050,NL_Balance,0.0,0.3,false
NL_Coal,false,2050,NL_Balance,0.0177,0.3,false
NL_Nuclear,false,2050,NL_Balance,0.0084,0.3,false
NL_CCGT,false,2050,NL_Balance,0.033,0.3,false
NL_OCGT,false,2050,NL_Balance,0.051,0.3,false
NL_Wind_Onshore2,false,2050,NL_Balance,0.0,0.3,false
NL_Wind_Offshore2,false,2050,NL_Balance,0.0,0.3,false
NL_Coal2,false,2050,NL_Balance,0.0197,0.3,false
NL_Nuclear2,false,2050,NL_Balance,0.0184,0.3,false
NL_Battery,false,2050,NL_Balance,0.0,0.3,false
NL_Balance,false,2050,NL_Battery,0.0,0.3,false
BE_Balance,false,2050,BE_E_Demand,0.0,0.3,false
BE_Solar,false,2050,BE_Balance,0.0,0.3,false
BE_Wind_Onshore,false,2050,BE_Balance,0.0,0.3,false
BE_Wind_Offshore,false,2050,BE_Balance,0.0,0.3,false
BE_Coal,false,2050,BE_Balance,0.0177,0.3,false
BE_Nuclear,false,2050,BE_Balance,0.0084,0.3,false
BE_CCGT,false,2050,BE_Balance,0.033,0.3,false
BE_OCGT,false,2050,BE_Balance,0.051,0.3,false
BE_Wind_Onshore2,false,2050,BE_Balance,0.0,0.3,false
BE_Wind_Offshore2,false,2050,BE_Balance,0.0,0.3,false
BE_Coal2,false,2050,BE_Balance,0.0197,0.3,false
BE_Nuclear2,false,2050,BE_Balance,0.0184,0.3,false
BE_Battery,false,2050,BE_Balance,0.0,0.3,false
BE_Balance,false,2050,BE_Battery,0.0,0.3,false
DE_Balance,false,2050,DE_E_Demand,0.0,0.3,false
DE_Solar,false,2050,DE_Balance,0.0,0.3,false
DE_Wind_Onshore,false,2050,DE_Balance,0.0,0.3,false
DE_Wind_Offshore,false,2050,DE_Balance,0.0,0.3,false
DE_Coal,false,2050,DE_Balance,0.0177,0.3,false
DE_Nuclear,false,2050,DE_Balance,0.0084,0.3,false
DE_CCGT,false,2050,DE_Balance,0.033,0.3,false
DE_OCGT,false,2050,DE_Balance,0.051,0.3,false
DE_Wind_Onshore2,false,2050,DE_Balance,0.0,0.3,false
DE_Wind_Offshore2,false,2050,DE_Balance,0.0,0.3,false
DE_Coal2,false,2050,DE_Balance,0.0197,0.3,false
DE_Nuclear2,false,2050,DE_Balance,0.0184,0.3,false
DE_Battery,false,2050,DE_Balance,0.0,0.3,false
DE_Balance,false,2050,DE_Battery,0.0,0.3,false
FR_Balance,false,2050,FR_E_Demand,0.0,0.3,false
FR_Solar,false,2050,FR_Balance,0.0,0.3,false
FR_Wind_Onshore,false,2050,FR_Balance,0.0,0.3,false
FR_Wind_Offshore,false,2050,FR_Balance,0.0,0.3,false
FR_Coal,false,2050,FR_Balance,0.0177,0.3,false
FR_Nuclear,false,2050,FR_Balance,0.0084,0.3,false
FR_CCGT,false,2050,FR_Balance,0.033,0.3,false
FR_OCGT,false,2050,FR_Balance,0.051,0.3,false
FR_Wind_Onshore2,false,2050,FR_Balance,0.0,0.3,false
FR_Wind_Offshore2,false,2050,FR_Balance,0.0,0.3,false
FR_Coal2,false,2050,FR_Balance,0.0197,0.3,false
FR_Nuclear2,false,2050,FR_Balance,0.0184,0.3,false
FR_Battery,false,2050,FR_Balance,0.0,0.3,false
FR_Balance,false,2050,FR_Battery,0.0,0.3,false
LU_Balance,false,2050,LU_E_Demand,0.0,0.3,false
LU_Solar,false,2050,LU_Balance,0.0,0.3,false
LU_Wind_Onshore,false,2050,LU_Balance,0.0,0.3,false
LU_Wind_Offshore,false,2050,LU_Balance,0.0,0.3,false
LU_Coal,false,2050,LU_Balance,0.0177,0.3,false
LU_Nuclear,false,2050,LU_Balance,0.0084,0.3,false
LU_CCGT,false,2050,LU_Balance,0.033,0.3,false
LU_OCGT,false,2050,LU_Balance,0.051,0.3,false
LU_Wind_Onshore2,false,2050,LU_Balance,0.0,0.3,false
LU_Wind_Offshore2,false,2050,LU_Balance,0.0,0.3,false
LU_Coal2,false,2050,LU_Balance,0.0197,0.3,false
LU_Nuclear2,false,2050,LU_Balance,0.0184,0.3,false
LU_Battery,false,2050,LU_Balance,0.0,0.3,false
LU_Balance,false,2050,LU_Battery,0.0,0.3,false
CH_Balance,false,2050,CH_E_Demand,0.0,0.3,false
CH_Solar,false,2050,CH_Balance,0.0,0.3,false
CH_Wind_Onshore,false,2050,CH_Balance,0.0,0.3,false
CH_Wind_Offshore,false,2050,CH_Balance,0.0,0.3,false
CH_Coal,false,2050,CH_Balance,0.0177,0.3,false
CH_Nuclear,false,2050,CH_Balance,0.0084,0.3,false
CH_CCGT,false,2050,CH_Balance,0.033,0.3,false
CH_OCGT,false,2050,CH_Balance,0.051,0.3,false
CH_Wind_Onshore2,false,2050,CH_Balance,0.0,0.3,false
CH_Wind_Offshore2,false,2050,CH_Balance,0.0,0.3,false
CH_Coal2,false,2050,CH_Balance,0.0197,0.3,false
CH_Nuclear2,false,2050,CH_Balance,0.0184,0.3,false
CH_Battery,false,2050,CH_Balance,0.0,0.3,false
CH_Balance,false,2050,CH_Battery,0.0,0.3,false
UK_Balance,false,2050,UK_E_Demand,0.0,0.3,false
UK_Solar,false,2050,UK_Balance,0.0,0.3,false
UK_Wind_Onshore,false,2050,UK_Balance,0.0,0.3,false
UK_Wind_Offshore,false,2050,UK_Balance,0.0,0.3,false
UK_Coal,false,2050,UK_Balance,0.0177,0.3,false
UK_Nuclear,false,2050,UK_Balance,0.0084,0.3,false
UK_CCGT,false,2050,UK_Balance,0.033,0.3,false
UK_OCGT,false,2050,UK_Balance,0.051,0.3,false
UK_Wind_Onshore2,false,2050,UK_Balance,0.0,0.3,false
UK_Wind_Offshore2,false,2050,UK_Balance,0.0,0.3,false
UK_Coal2,false,2050,UK_Balance,0.0197,0.3,false
UK_Nuclear2,false,2050,UK_Balance,0.0184,0.3,false
UK_Battery,false,2050,UK_Balance,0.0,0.3,false
UK_Balance,false,2050,UK_Battery,0.0,0.3,false
DK_Balance,false,2050,DK_E_Demand,0.0,0.3,false
DK_Solar,false,2050,DK_Balance,0.0,0.3,false
DK_Wind_Onshore,false,2050,DK_Balance,0.0,0.3,false
DK_Wind_Offshore,false,2050,DK_Balance,0.0,0.3,false
DK_Coal,false,2050,DK_Balance,0.0177,0.3,false
DK_Nuclear,false,2050,DK_Balance,0.0084,0.3,false
DK_CCGT,false,2050,DK_Balance,0.033,0.3,false
DK_OCGT,false,2050,DK_Balance,0.051,0.3,false
DK_Wind_Onshore2,false,2050,DK_Balance,0.0,0.3,false
DK_Wind_Offshore2,false,2050,DK_Balance,0.0,0.3,false
DK_Coal2,false,2050,DK_Balance,0.0197,0.3,false
DK_Nuclear2,false,2050,DK_Balance,0.0184,0.3,false
DK_Battery,false,2050,DK_Balance,0.0,0.3,false
DK_Balance,false,2050,DK_Battery,0.0,0.3,false
NO_Balance,false,2050,NO_E_Demand,0.0,0.3,false
NO_Solar,false,2050,NO_Balance,0.0,0.3,false
NO_Wind_Onshore,false,2050,NO_Balance,0.0,0.3,false
NO_Wind_Offshore,false,2050,NO_Balance,0.0,0.3,false
NO_Coal,false,2050,NO_Balance,0.0177,0.3,false
NO_Nuclear,false,2050,NO_Balance,0.0084,0.3,false
NO_CCGT,false,2050,NO_Balance,0.033,0.3,false
NO_OCGT,false,2050,NO_Balance,0.051,0.3,false
NO_Wind_Onshore2,false,2050,NO_Balance,0.0,0.3,false
NO_Wind_Offshore2,false,2050,NO_Balance,0.0,0.3,false
NO_Coal2,false,2050,NO_Balance,0.0197,0.3,false
NO_Nuclear2,false,2050,NO_Balance,0.0184,0.3,false
NO_Battery,false,2050,NO_Balance,0.0,0.3,false
NO_Balance,false,2050,NO_Battery,0.0,0.3,false
IE_Balance,false,2050,IE_E_Demand,0.0,0.3,false
IE_Solar,false,2050,IE_Balance,0.0,0.3,false
IE_Wind_Onshore,false,2050,IE_Balance,0.0,0.3,false
IE_Wind_Offshore,false,2050,IE_Balance,0.0,0.3,false
IE_Coal,false,2050,IE_Balance,0.0177,0.3,false
IE_Nuclear,false,2050,IE_Balance,0.0084,0.3,false
IE_CCGT,false,2050,IE_Balance,0.033,0.3,false
IE_OCGT,false,2050,IE_Balance,0.051,0.3,false
IE_Wind_Onshore2,false,2050,IE_Balance,0.0,0.3,false
IE_Wind_Offshore2,false,2050,IE_Balance,0.0,0.3,false
IE_Coal2,false,2050,IE_Balance,0.0197,0.3,false
IE_Nuclear2,false,2050,IE_Balance,0.0184,0.3,false
IE_Battery,false,2050,IE_Balance,0.0,0.3,false
IE_Balance,false,2050,IE_Battery,0.0,0.3,false
SE_Balance,false,2050,SE_E_Demand,0.0,0.3,false
SE_Solar,false,2050,SE_Balance,0.0,0.3,false
SE_Wind_Onshore,false,2050,SE_Balance,0.0,0.3,false
SE_Wind_Offshore,false,2050,SE_Balance,0.0,0.3,false
SE_Coal,false,2050,SE_Balance,0.0177,0.3,false
SE_Nuclear,false,2050,SE_Balance,0.0084,0.3,false
SE_CCGT,false,2050,SE_Balance,0.033,0.3,false
SE_OCGT,false,2050,SE_Balance,0.051,0.3,false
SE_Wind_Onshore2,false,2050,SE_Balance,0.0,0.3,false
SE_Wind_Offshore2,false,2050,SE_Balance,0.0,0.3,false
SE_Coal2,false,2050,SE_Balance,0.0197,0.3,false
SE_Nuclear2,false,2050,SE_Balance,0.0184,0.3,false
SE_Battery,false,2050,SE_Balance,0.0,0.3,false
SE_Balance,false,2050,SE_Battery,0.0,0.3,false
AT_Balance,false,2050,AT_E_Demand,0.0,0.3,false
AT_Solar,false,2050,AT_Balance,0.0,0.3,false
AT_Wind_Onshore,false,2050,AT_Balance,0.0,0.3,false
AT_Wind_Offshore,false,2050,AT_Balance,0.0,0.3,false
AT_Coal,false,2050,AT_Balance,0.0177,0.3,false
AT_Nuclear,false,2050,AT_Balance,0.0084,0.3,false
AT_CCGT,false,2050,AT_Balance,0.033,0.3,false
AT_OCGT,false,2050,AT_Balance,0.051,0.3,false
AT_Wind_Onshore2,false,2050,AT_Balance,0.0,0.3,false
AT_Wind_Offshore2,false,2050,AT_Balance,0.0,0.3,false
AT_Coal2,false,2050,AT_Balance,0.0197,0.3,false
AT_Nuclear2,false,2050,AT_Balance,0.0184,0.3,false
AT_Battery,false,2050,AT_Balance,0.0,0.3,false
AT_Balance,false,2050,AT_Battery,0.0,0.3,false
CZ_Balance,false,2050,CZ_E_Demand,0.0,0.3,false
CZ_Solar,false,2050,CZ_Balance,0.0,0.3,false
CZ_Wind_Onshore,false,2050,CZ_Balance,0.0,0.3,false
CZ_Wind_Offshore,false,2050,CZ_Balance,0.0,0.3,false
CZ_Coal,false,2050,CZ_Balance,0.0177,0.3,false
CZ_Nuclear,false,2050,CZ_Balance,0.0084,0.3,false
CZ_CCGT,false,2050,CZ_Balance,0.033,0.3,false
CZ_OCGT,false,2050,CZ_Balance,0.051,0.3,false
