commission_year,decommissionable,from_asset,initial_export_units,initial_import_units,milestone_year,to_asset
2030,false,DK_Balance,0.0,0.0,2030,DK_Battery
2030,false,NO_Balance,0.0,0.0,2030,NO_E_Demand
2030,false,NO_Solar,0.0,0.0,2030,NO_Balance
2030,false,NO_Wind_Onshore,0.0,0.0,2030,NO_Balance
2030,false,NO_Wind_Offshore,0.0,0.0,2030,NO_Balance
2030,false,NO_Coal,0.0,0.0,2030,NO_Balance
2030,false,NO_Nuclear,0.0,0.0,2030,NO_Balance
2030,false,NO_CCGT,0.0,0.0,2030,NO_Balance
2030,false,NO_OCGT,0.0,0.0,2030,NO_Balance
2030,false,NO_Battery,0.0,0.0,2030,NO_Balance
2030,false,NO_Balance,0.0,0.0,2030,NO_Battery
2030,false,IE_Balance,0.0,0.0,2030,IE_E_Demand
2030,false,IE_Solar,0.0,0.0,2030,IE_Balance
2030,false,IE_Wind_Onshore,0.0,0.0,2030,IE_Balance
2030,false,IE_Wind_Offshore,0.0,0.0,2030,IE_Balance
2030,false,IE_Coal,0.0,0.0,2030,IE_Balance
2030,false,IE_Nuclear,0.0,0.0,2030,IE_Balance
2030,false,IE_CCGT,0.0,0.0,2030,IE_Balance
2030,false,IE_OCGT,0.0,0.0,2030,IE_Balance
2030,false,IE_Battery,0.0,0.0,2030,IE_Balance
2030,false,IE_Balance,0.0,0.0,2030,IE_Battery
2030,false,SE_Balance,0.0,0.0,2030,SE_E_Demand
2030,false,SE_Solar,0.0,0.0,2030,SE_Balance
2030,false,SE_Wind_Onshore,0.0,0.0,2030,SE_Balance
2030,false,SE_Wind_Offshore,0.0,0.0,2030,SE_Balance
2030,false,SE_Coal,0.0,0.0,2030,SE_Balance
2030,false,SE_Nuclear,0.0,0.0,2030,SE_Balance
2030,false,SE_CCGT,0.0,0.0,2030,SE_Balance
2030,false,SE_OCGT,0.0,0.0,2030,SE_Balance
2030,false,SE_Battery,0.0,0.0,2030,SE_Balance
2030,false,SE_Balance,0.0,0.0,2030,SE_Battery
2030,false,AT_Balance,0.0,0.0,2030,AT_E_Demand
2030,false,AT_Solar,0.0,0.0,2030,AT_Balance
2030,false,AT_Wind_Onshore,0.0,0.0,2030,AT_Balance
2030,false,AT_Wind_Offshore,0.0,0.0,2030,AT_Balance
2030,false,AT_Coal,0.0,0.0,2030,AT_Balance
2030,false,AT_Nuclear,0.0,0.0,2030,AT_Balance
2030,false,AT_CCGT,0.0,0.0,2030,AT_Balance
2030,false,AT_OCGT,0.0,0.0,2030,AT_Balance
2030,false,AT_Battery,0.0,0.0,2030,AT_Balance
2030,false,AT_Balance,0.0,0.0,2030,AT_Battery
2030,false,CZ_Balance,0.0,0.0,2030,CZ_E_Demand
2030,false,CZ_Solar,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Wind_Onshore,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Wind_Offshore,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Coal,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Nuclear,0.0,0.0,2030,CZ_Balance
2030,false,CZ_CCGT,0.0,0.0,2030,CZ_Balance
2030,false,CZ_OCGT,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Battery,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Balance,0.0,0.0,2030,CZ_Battery
2030,false,PL_Balance,0.0,0.0,2030,PL_E_Demand
2030,false,PL_Solar,0.0,0.0,2030,PL_Balance
2030,false,PL_Wind_Onshore,0.0,0.0,2030,PL_Balance
2030,false,PL_Wind_Offshore,0.0,0.0,2030,PL_Balance
2030,false,PL_Coal,0.0,0.0,2030,PL_Balance
2030,false,PL_Nuclear,0.0,0.0,2030,PL_Balance
2030,false,PL_CCGT,0.0,0.0,2030,PL_Balance
2030,false,PL_OCGT,0.0,0.0,2030,PL_Balance
2030,false,PL_Battery,0.0,0.0,2030,PL_Balance
2030,false,PL_Balance,0.0,0.0,2030,PL_Battery
2030,false,ES_Balance,0.0,0.0,2030,ES_E_Demand
2030,false,ES_Solar,0.0,0.0,2030,ES_Balance
2030,false,ES_Wind_Onshore,0.0,0.0,2030,ES_Balance
2030,false,ES_Wind_Offshore,0.0,0.0,2030,ES_Balance
2030,false,ES_Coal,0.0,0.0,2030,ES_Balance
2030,false,ES_Nuclear,0.0,0.0,2030,ES_Balance
2030,false,ES_CCGT,0.0,0.0,2030,ES_Balance
2030,false,ES_OCGT,0.0,0.0,2030,ES_Balance
2030,false,ES_Battery,0.0,0.0,2030,ES_Balance
2030,false,ES_Balance,0.0,0.0,2030,ES_Battery
2030,false,IT_Balance,0.0,0.0,2030,IT_E_Demand
2030,false,IT_Solar,0.0,0.0,2030,IT_Balance
2030,false,IT_Wind_Onshore,0.0,0.0,2030,IT_Balance
2030,false,IT_Wind_Offshore,0.0,0.0,2030,IT_Balance
2030,false,IT_Coal,0.0,0.0,2030,IT_Balance
2030,false,IT_Nuclear,0.0,0.0,2030,IT_Balance
2030,false,IT_CCGT,0.0,0.0,2030,IT_Balance
2030,false,IT_OCGT,0.0,0.0,2030,IT_Balance
2030,false,IT_Battery,0.0,0.0,2030,IT_Balance
2030,false,IT_Balance,0.0,0.0,2030,IT_Battery
2030,false,LT_Balance,0.0,0.0,2030,LT_E_Demand
2030,false,LT_Solar,0.0,0.0,2030,LT_Balance
2030,false,LT_Wind_Onshore,0.0,0.0,2030,LT_Balance
2030,false,LT_Wind_Offshore,0.0,0.0,2030,LT_Balance
2030,false,LT_Coal,0.0,0.0,2030,LT_Balance
2030,false,LT_Nuclear,0.0,0.0,2030,LT_Balance
2030,false,LT_CCGT,0.0,0.0,2030,LT_Balance
2030,false,LT_OCGT,0.0,0.0,2030,LT_Balance
2030,false,LT_Battery,0.0,0.0,2030,LT_Balance
2030,false,LT_Balance,0.0,0.0,2030,LT_Battery
2030,false,SI_Balance,0.0,0.0,2030,SI_E_Demand
2030,false,SI_Solar,0.0,0.0,2030,SI_Balance
2030,false,SI_Wind_Onshore,0.0,0.0,2030,SI_Balance
2030,false,SI_Wind_Offshore,0.0,0.0,2030,SI_Balance
2030,false,SI_Coal,0.0,0.0,2030,SI_Balance
2030,false,SI_Nuclear,0.0,0.0,2030,SI_Balance
2030,false,SI_CCGT,0.0,0.0,2030,SI_Balance
2030,false,SI_OCGT,0.0,0.0,2030,SI_Balance
2030,false,SI_Battery,0.0,0.0,2030,SI_Balance
2030,false,SI_Balance,0.0,0.0,2030,SI_Battery
2030,false,HU_Balance,0.0,0.0,2030,HU_E_Demand
2030,false,HU_Solar,0.0,0.0,2030,HU_Balance
2030,false,HU_Wind_Onshore,0.0,0.0,2030,HU_Balance
2030,false,HU_Wind_Offshore,0.0,0.0,2030,HU_Balance
2030,false,HU_Coal,0.0,0.0,2030,HU_Balance
2030,false,HU_Nuclear,0.0,0.0,2030,HU_Balance
2030,false,HU_CCGT,0.0,0.0,2030,HU_Balance
2030,false,HU_OCGT,0.0,0.0,2030,HU_Balance
2030,false,HU_Battery,0.0,0.0,2030,HU_Balance
2030,false,HU_Balance,0.0,0.0,2030,HU_Battery
2030,false,SK_Balance,0.0,0.0,2030,SK_E_Demand
2030,false,SK_Solar,0.0,0.0,2030,SK_Balance
2030,false,SK_Wind_Onshore,0.0,0.0,2030,SK_Balance
2030,false,SK_Wind_Offshore,0.0,0.0,2030,SK_Balance
2030,false,SK_Coal,0.0,0.0,2030,SK_Balance
2030,false,SK_Nuclear,0.0,0.0,2030,SK_Balance
2030,false,SK_CCGT,0.0,0.0,2030,SK_Balance
2030,false,SK_OCGT,0.0,0.0,2030,SK_Balance
2030,false,SK_Battery,0.0,0.0,2030,SK_Balance
2030,false,SK_Balance,0.0,0.0,2030,SK_Battery
2030,false,NL_Balance,0.0,0.0,2030,UK_Balance
2030,false,NL_Balance,0.0,0.0,2030,NO_Balance
2030,false,NL_Balance,0.0,0.0,2030,BE_Balance
2030,false,NL_Balance,0.0,0.0,2030,DK_Balance
2030,false,NL_Balance,0.0,0.0,2030,DE_Balance
2030,false,BE_Balance,0.0,0.0,2030,UK_Balance
2030,false,BE_Balance,0.0,0.0,2030,FR_Balance
2030,false,BE_Balance,0.0,0.0,2030,LU_Balance
2030,false,BE_Balance,0.0,0.0,2030,DE_Balance
2030,false,DE_Balance,0.0,0.0,2030,AT_Balance
2030,false,DE_Balance,0.0,0.0,2030,FR_Balance
2030,false,DE_Balance,0.0,0.0,2030,LU_Balance
2030,false,DE_Balance,0.0,0.0,2030,NO_Balance
2030,false,DE_Balance,0.0,0.0,2030,CZ_Balance
2030,false,DE_Balance,0.0,0.0,2030,PL_Balance
2030,false,DE_Balance,0.0,0.0,2030,DK_Balance
2030,false,DE_Balance,0.0,0.0,2030,CH_Balance
2030,false,DE_Balance,0.0,0.0,2030,SE_Balance
2030,false,FR_Balance,0.0,0.0,2030,LU_Balance
2030,false,FR_Balance,0.0,0.0,2030,UK_Balance
2030,false,FR_Balance,0.0,0.0,2030,CH_Balance
2030,false,FR_Balance,0.0,0.0,2030,IT_Balance
2030,false,FR_Balance,0.0,0.0,2030,IE_Balance
2030,false,FR_Balance,0.0,0.0,2030,ES_Balance
2030,false,CH_Balance,0.0,0.0,2030,AT_Balance
2030,false,CH_Balance,0.0,0.0,2030,IT_Balance
2030,false,UK_Balance,0.0,0.0,2030,NO_Balance
2030,false,UK_Balance,0.0,0.0,2030,DK_Balance
2030,false,UK_Balance,0.0,0.0,2030,IE_Balance
2030,false,DK_Balance,0.0,0.0,2030,NO_Balance
2030,false,DK_Balance,0.0,0.0,2030,PL_Balance
2030,false,DK_Balance,0.0,0.0,2030,SE_Balance
2030,false,NO_Balance,0.0,0.0,2030,SE_Balance
2030,false,SE_Balance,0.0,0.0,2030,LT_Balance
2030,false,SE_Balance,0.0,0.0,2030,PL_Balance
2030,false,AT_Balance,0.0,0.0,2030,IT_Balance
2030,false,AT_Balance,0.0,0.0,2030,HU_Balance
2030,false,AT_Balance,0.0,0.0,2030,SI_Balance
2030,false,AT_Balance,0.0,0.0,2030,CZ_Balance
2030,false,CZ_Balance,0.0,0.0,2030,SK_Balance
2030,false,CZ_Balance,0.0,0.0,2030,PL_Balance
2030,false,PL_Balance,0.0,0.0,2030,SK_Balance
2030,false,PL_Balance,0.0,0.0,2030,LT_Balance
2030,false,IT_Balance,0.0,0.0,2030,SI_Balance
2030,false,SI_Balance,0.0,0.0,2030,HU_Balance
2030,false,HU_Balance,0.0,0.0,2030,SK_Balance
